,Other_Road_List
1710,"gu loaf,i-45 gu loaf,on i-45 gu loaf,gulf freeway,i-45 gulf freeway,on i-45 gulf freeway,f way,gulf f way,i-45 gulf f way,frontage road,fwy frontage road,gulf fwy frontage road,scars dale,at scars dale,inbound at scars dale"
1711,"e freeway,baytown e freeway,i-10 baytown e freeway,f way,e f way,baytown e f way,lynch burg,crosby lynch burg,between crosby lynch burg"
1712,"toll way,houston toll way,sam houston toll way,frontage road,tollway frontage road,houston tollway frontage road,katy freeway,i-10 katy freeway,the i-10 katy freeway,f way,katy f way,i-10 katy f way,west park,and west park,fwy and west park"
1713,"toll way,houston toll way,sam houston toll way,frontage road,tollway frontage road,houston tollway frontage road,katy freeway,i-10 katy freeway,the i-10 katy freeway,f way,katy f way,i-10 katy f way"
1714,"toll way,houston toll way,sam houston toll way,katy freeway,i-10 katy freeway,the i-10 katy freeway,f way,katy f way,i-10 katy f way"
1715,"toll way,houston toll way,sam houston toll way,katy freeway,i-10 katy freeway,the i-10 katy freeway,f way,katy f way,i-10 katy f way,west park,and west park,fwy and west park"
1716,"# spring,in # spring,flooding in # spring,toll road,hardy toll road,the hardy toll road,west field,aldine west field,at aldine west field"
1717,"toll road,hardy toll road,on hardy toll road,n freeway,i-45 n freeway,and i-45 n freeway,f way,n f way,i-45 n f way"
1718,"wa terrace,high wa terrace,to high wa terrace,#harr island,in #harr island,water in #harr island,houston parkway,sam houston parkway,on sam houston parkway,pk way,houston pk way,sam houston pk way,frontage road,pkwy frontage road,houston pkwy frontage road,blackhawk boulevard,between blackhawk boulevard,ebwb between blackhawk boulevard,and highway,blvd and highway,blackhawk blvd and highway,h way,and h way,blvd and h way"
1719,"toll way,houston toll way,sam houston toll way"
1720,"toll way,houston toll way,sam houston toll way"
1721,"gu loaf,i-45 gu loaf,on i-45 gu loaf,gulf freeway,i-45 gulf freeway,on i-45 gulf freeway,f way,gulf f way,i-45 gulf f way,frontage road,fwy frontage road,gulf fwy frontage road"
1722,"on highway,#southside on highway,in #southside on highway,h way,on h way,#southside on h way,s freeway,288 s freeway,hwy 288 s freeway,f way,s f way,288 s f way,frontage road,fwy frontage road,s fwy frontage road,toll way,houston toll way,sam houston toll way"
1723,"on highway,#southside on highway,in #southside on highway,h way,on h way,#southside on h way,s freeway,288 s freeway,hwy 288 s freeway,f way,s f way,288 s f way,frontage road,fwy frontage road,s fwy frontage road,toll way,houston toll way,sam houston toll way"
1724,"toll way,houston toll way,sam houston toll way"
1725,"toll way,houston toll way,sam houston toll way"
1726,"toll way,houston toll way,sam houston toll way"
1727,"toll road,hardy toll road,the hardy toll road"
1728,"toll road,hardy toll road,the hardy toll road"
1729,"gu loaf,i-45 gu loaf,on i-45 gu loaf,gulf freeway,i-45 gulf freeway,on i-45 gulf freeway,f way,gulf f way,i-45 gulf f way,frontage road,fwy frontage road,gulf fwy frontage road,scars dale,at scars dale,inbound at scars dale"
1730,"gu loaf,i-45 gu loaf,on i-45 gu loaf,gulf freeway,i-45 gulf freeway,on i-45 gulf freeway,f way,gulf f way,i-45 gulf f way,frontage road,fwy frontage road,gulf fwy frontage road,scars dale,at scars dale,outbound at scars dale"
1731,"gu loaf,i-45 gu loaf,on i-45 gu loaf,gulf freeway,i-45 gulf freeway,on i-45 gulf freeway,f way,gulf f way,i-45 gulf f way,frontage road,fwy frontage road,gulf fwy frontage road"
1732,"#harr island,in #harr island,flooding in #harr island,katy freeway,i-10 katy freeway,on i-10 katy freeway,f way,katy f way,i-10 katy f way,frontage road,fwy frontage road,katy fwy frontage road,eld ridge,at eld ridge,outbound at eld ridge,eldridge parkway,at eldridge parkway,outbound at eldridge parkway,pk way,eldridge pk way,at eldridge pk way"
1733,"on highway,closed on highway,h way,on h way,closed on h way,sw freeway,69 sw freeway,and 69 sw freeway,f way,sw f way,69 sw f way"
1734,"wa terrace,high wa terrace,to high wa terrace,frontage road,69 frontage road,us 69 frontage road,townsen boulevard,between townsen boulevard,nbsb between townsen boulevard,kingwood drive,and kingwood drive,blvd and kingwood drive"
1735,"rig heights,three rig heights,flooding three rig heights,katy freeway,i-10 katy freeway,on i-10 katy freeway,f way,katy f way,i-10 katy f way,eld ridge,at eld ridge,inbound at eld ridge,eldridge parkway,at eldridge parkway,inbound at eldridge parkway,pk way,eldridge pk way,at eldridge pk way"
1736,"# spring,in # spring,flooding in # spring,n freeway,i-45 n freeway,on i-45 n freeway,f way,n f way,i-45 n f way,frontage road,fwy frontage road,n fwy frontage road,cypresswood drive,e cypresswood drive,at e cypresswood drive"
1737,"toll road,hardy toll road,the hardy toll road,mail route,aldine mail route,at aldine mail route"
1738,"# spring,in # spring,flooding in # spring,toll road,hardy toll road,the hardy toll road"
1739,"# spring,in # spring,flooding in # spring,toll road,hardy toll road,the hardy toll road,west field,aldine west field,at aldine west field"
1740,"# spring,in # spring,flooding in # spring,toll road,hardy toll road,the hardy toll road,west field,aldine west field,at aldine west field"
1741,"toll road,hardy toll road,the hardy toll road,houston parkway,sam houston parkway,n sam houston parkway,pk way,houston pk way,sam houston pk way"
1742,"on highway,#tomball on highway,in #tomball on highway,h way,on h way,#tomball on h way,tomball parkway,249 tomball parkway,hwy 249 tomball parkway,pk way,tomball pk way,249 tomball pk way,frontage road,pkwy frontage road,tomball pkwy frontage road,compaq center,at compaq center,nb at compaq center,ctr drive,compaq ctr drive,at compaq ctr drive"
1743,"rig heights,three rig heights,flooding three rig heights,katy freeway,i-10 katy freeway,on i-10 katy freeway,f way,katy f way,i-10 katy f way,eld ridge,at eld ridge,outbound at eld ridge,eldridge parkway,at eldridge parkway,outbound at eldridge parkway,pk way,eldridge pk way,at eldridge pk way"
1744,"rig heights,three rig heights,flooding three rig heights,katy freeway,i-10 katy freeway,on i-10 katy freeway,f way,katy f way,i-10 katy f way,eld ridge,at eld ridge,inbound at eld ridge,eldridge parkway,at eldridge parkway,inbound at eldridge parkway,pk way,eldridge pk way,at eldridge pk way"
1745,"toll way,houston toll way,sam houston toll way,and highway,beamer and highway,between beamer and highway,h way,and h way,beamer and h way"
1746,"toll way,houston toll way,sam houston toll way,and highway,fuqua and highway,between fuqua and highway,h way,and h way,fuqua and h way"
1747,"toll way,houston toll way,sam houston toll way"
1748,"toll way,houston toll way,sam houston toll way,tanner road,at tanner road,nb at tanner road"
1749,"toll way,houston toll way,sam houston toll way,katy freeway,i-10 katy freeway,the i-10 katy freeway,f way,katy f way,i-10 katy f way"
1750,"toll way,houston toll way,sam houston toll way,frontage road,tollway frontage road,houston tollway frontage road,katy freeway,i-10 katy freeway,the i-10 katy freeway,f way,katy f way,i-10 katy f way,west park,and west park,fwy and west park"
1751,"toll way,houston toll way,sam houston toll way,tanner road,at tanner road,nb at tanner road"
1752,"rig heights,two rig heights,flooding two rig heights,# spring,in # spring,closed in # spring,n freeway,i-45 n freeway,on i-45 n freeway,f way,n f way,i-45 n f way,between spring,inbound between spring,fwy inbound between spring"
1753,"b locks,flooding b locks,the ramp,blocks the ramp,flooding blocks the ramp,toll way,houston toll way,sam houston toll way,tanner road,at tanner road,nb at tanner road"
1754,"toll way,houston toll way,sam houston toll way,frontage road,tollway frontage road,houston tollway frontage road,katy freeway,i-10 katy freeway,the i-10 katy freeway,f way,katy f way,i-10 katy f way"
1755,"#harr island,in #harr island,flooding in #harr island,katy freeway,i-10 katy freeway,on i-10 katy freeway,f way,katy f way,i-10 katy f way,fwy freeway,katy fwy freeway,i-10 katy fwy freeway,free way,fwy free way,katy fwy free way,frontage road,freeway frontage road,fwy freeway frontage road,at highway,inbound at highway,rd inbound at highway,h way,at h way,inbound at h way"
1756,"e freeway,baytown e freeway,i-10 baytown e freeway,f way,e f way,baytown e f way,frontage road,fwy frontage road,e fwy frontage road"
1757,"e freeway,baytown e freeway,i-10 baytown e freeway,f way,e f way,baytown e f way,between highway,inbound between highway,fwy inbound between highway,h way,between h way,inbound between h way"
1758,"e freeway,baytown e freeway,i-10 baytown e freeway,f way,e f way,baytown e f way,and highway,sjolander and highway,between sjolander and highway,h way,and h way,sjolander and h way"
1759,"e freeway,baytown e freeway,i-10 baytown e freeway,f way,e f way,baytown e f way,lynch burg,crosby lynch burg,between crosby lynch burg"
1760,"frontage road,lp frontage road,w lp frontage road,sw freeway,between sw freeway,sb between sw freeway,f way,sw f way,between sw f way,frontage road,fwy frontage road,sw fwy frontage road"
1761,None
1762,"e freeway,baytown e freeway,i-10 baytown e freeway,f way,e f way,baytown e f way,frontage road,fwy frontage road,e fwy frontage road"
1763,"frontage road,eastex frontage road,69 eastex frontage road,at greens,nb at greens,rd nb at greens,greens road,at greens road,nb at greens road"
1764,"wa terrace,high wa terrace,#cleve land,in #cleve land,lanes in #cleve land"
1765,"# spring,in # spring,flooding in # spring,frontage road,i-45 frontage road,on i-45 frontage road,cypresswood drive,e cypresswood drive,at e cypresswood drive"
1766,"on highway,#tomball on highway,in #tomball on highway,h way,on h way,#tomball on h way,tomball parkway,249 tomball parkway,hwy 249 tomball parkway,pk way,tomball pk way,249 tomball pk way,compaq center,at compaq center,sb at compaq center,ctr drive,compaq ctr drive,at compaq ctr drive"
1767,"on highway,#tomball on highway,in #tomball on highway,h way,on h way,#tomball on h way,tomball parkway,249 tomball parkway,hwy 249 tomball parkway,pk way,tomball pk way,249 tomball pk way,frontage road,pkwy frontage road,tomball pkwy frontage road,compaq center,at compaq center,nb at compaq center,ctr drive,compaq ctr drive,at compaq ctr drive"
1768,"# spring,in # spring,flooding in # spring,toll road,hardy toll road,on hardy toll road,n freeway,i-45 n freeway,between i-45 n freeway,f way,n f way,i-45 n f way,houston parkway,sam houston parkway,n sam houston parkway,pk way,houston pk way,sam houston pk way"
1769,"toll road,hardy toll road,on hardy toll road,n freeway,i-45 n freeway,and i-45 n freeway,f way,n f way,i-45 n f way"
1770,"frontage road,lp frontage road,w lp frontage road,sw freeway,between sw freeway,sb between sw freeway,f way,sw f way,between sw f way,frontage road,fwy frontage road,sw fwy frontage road"
1771,"and highway,receded and highway,flooding receded and highway,hig highway,and hig highway,receded and hig highway,high way,and high way,receded and high way,please drive,re-opened please drive,highway re-opened please drive,on highway,caution on highway,with caution on highway,h way,on h way,caution on h way,s freeway,288 s freeway,hwy 288 s freeway,f way,s f way,288 s f way,sw freeway,69 sw freeway,between 69 sw freeway,f way,sw f way,69 sw f way"
1772,"gu loaf,45 gu loaf,on 45 gu loaf,gulf freeway,45 gulf freeway,on 45 gulf freeway,f way,gulf f way,45 gulf f way"
1773,"e freeway,baytown e freeway,i-10 baytown e freeway,f way,e f way,baytown e f way,frontage road,fwy frontage road,e fwy frontage road"
1774,"frontage road,eastex frontage road,69 eastex frontage road,at greens,sb at greens,rd sb at greens,greens road,at greens road,sb at greens road"
1775,"#por terrace,in #por terrace,flooding in #por terrace,frontage road,eastex frontage road,69 eastex frontage road"
1776,"frontage road,eastex frontage road,69 eastex frontage road,at greens,nb at greens,rd nb at greens,greens road,at greens road,nb at greens road"
1777,"#porterheig heights,in #porterheig heights,flooding in #porterheig heights,on highway,#porterheights on highway,in #porterheights on highway,h way,on h way,#porterheights on h way,farm-to-market road,at farm-to-market road,ebwb at farm-to-market road"
1778,"wa terrace,high wa terrace,to high wa terrace,# spring,in # spring,water in # spring,on highway,#spring on highway,in #spring on highway,h way,on h way,#spring on h way,ray ford,between ray ford,ebwb between ray ford,rayfo road,between rayfo road,ebwb between rayfo road,rayford road,between rayford road,ebwb between rayford road,farm-to-market road,and farm-to-market road,rd and farm-to-market road"
1779,"wa terrace,high wa terrace,#cleve land,in #cleve land,lanes in #cleve land"
1780,"eld ridge,n eld ridge,at n eld ridge,eldridge parkway,n eldridge parkway,at n eldridge parkway,pk way,eldridge pk way,n eldridge pk way"
1781,"gu loaf,i-45 gu loaf,on i-45 gu loaf,gulf freeway,i-45 gulf freeway,on i-45 gulf freeway,f way,gulf f way,i-45 gulf f way,frontage road,fwy frontage road,gulf fwy frontage road"
1782,"gu loaf,i-45 gu loaf,on i-45 gu loaf,gulf freeway,i-45 gulf freeway,on i-45 gulf freeway,f way,gulf f way,i-45 gulf f way"
1783,"e freeway,baytown e freeway,i-10 baytown e freeway,f way,e f way,baytown e f way,cedar lane,at cedar lane,outbound at cedar lane"
1784,"# spring,in # spring,flooding in # spring,frontage road,i-45 frontage road,on i-45 frontage road,cypresswood drive,e cypresswood drive,at e cypresswood drive"
